S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
8336,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.4765,27.8177,2023,8.14,672,0,317,28,0.59,26,0,0.00,250,36,38,36,5,3.99,0.00,5.00
8337,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.2131,27.9426,2023,8.07,624,0,317,28,0.62,8,0,0.00,290,44,43,7,5,1.73,0.00,4.00
8338,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.9480,27.8852,2023,8.24,754,0,378,21,0.28,22,0,0.00,300,76,26,31,4,3.49,47.00,0.00
8339,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.8637,28.2396,2023,8.14,580,0,317,14,0.13,0,0,0.00,260,68,22,10,6,3.27,49.00,0.00
8340,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.5598,28.4369,2023,8.12,725,0,403,14,0.16,0,0,0.00,330,72,36,10,6,6.58,39.00,0.00
8341,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.1678,27.8206,2023,8.28,334,0,146,7,0.31,28,0,0.00,160,40,14,2,2,0.30,0.00,0.00
8342,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,80.8062,28.0653,2023,8.05,630,0,268,36,0.23,43,0,0.00,220,48,24,39,7,2.84,3.00,0.00
8343,Uttar Pradesh,Lakhimpur,In Compound Of Bdo Office,81.0327,28.1353,2023,7.88,540,0,305,7,0.23,0,0,0.00,250,48,31,6,5,3.10,1.00,0.00
8344,Uttar Pradesh,Lakhimpur Kheri,Bhira,80.4713,28.3235,2023,7.84,370,0,207,7,0.86,0,0,0.00,180,48,14,0,3,0.17,2.97,0.00
8345,Uttar Pradesh,Lakhimpur Kheri,Gogawan,80.5970,28.1946,2023,7.95,384,0,207,7,0.24,0,0,0.00,160,40,14,13,3,1.38,2.60,0.00
8346,Uttar Pradesh,Lakhimpur Kheri,Khagipur,81.0321,27.9488,2023,7.75,492,0,268,7,0.23,11,0,0.00,210,52,19,14,4,6.79,3.30,0.00
8347,Uttar Pradesh,Lakhimpur Kheri,Midaniya,81.1625,27.8141,2023,7.70,524,0,256,21,0.13,18,0,0.00,240,56,24,7,5,2.35,14.84,0.00
8348,Uttar Pradesh,Lakhimpur Kheri,Ishangar Bypass,81.2067,27.8921,2023,7.92,827,0,366,36,0.25,43,0,0.00,360,52,55,19,6,1.04,14.94,0.00
8349,Uttar Pradesh,Lakhimpur Kheri,PalS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
,0.00,1.62,0.00
8352,Uttar Pradesh,Lakhimpur Kheri,Bakkhari,80.5691,28.0721,2023,8.02,475,0,268,7,0.15,0,0,0.00,210,48,22,10,4,2.91,1.15,0.00
8353,Uttar Pradesh,Lakhimpur Kheri,Madariya Tiraha,80.4437,27.9361,2023,8.04,484,0,244,7,0.36,22,8,0.00,230,48,26,4,3,0.08,0.00,0.00
8354,Uttar Pradesh,Lakhimpur Kheri,Pipra Jhala,80.5859,27.8100,2023,8.10,664,0,378,7,0.56,0,0,0.00,270,40,41,25,6,2.92,0.00,10.19
8355,Uttar Pradesh,Lakhimpur Kheri,Jhandi,80.9559,27.8983,2023,7.89,962,0,329,85,0.17,51,0,0.00,370,76,43,44,4,5.45,5.97,0.00
8356,Uttar Pradesh,Lakhimpur Kheri,Jodhapurwa,80.9257,27.8987,2023,7.98,562,0,244,21,0.17,35,0,0.00,260,52,31,7,5,9.80,2.01,0.00
8357,Uttar Pradesh,Lakhimpur Kheri,Katkusuma,80.9305,21.8642,2023,8.05,632,0,342,14,0.26,0,0,0.00,260,40,38,21,4,1.00,7.68,0.00
8358,Uttar Pradesh,Lakhimpur Kheri,Ramwapur,80.9630,27.8715,2023,7.98,592,0,305,14,0.35,7,0,0.00,280,60,31,4,5,5.72,18.39,0.00
8359,Uttar Pradesh,Lakhimpur Kheri,Baglaha Kutti,80.8535,28.2343,2023,7.91,568,0,311,7,0.16,0,0,0.00,270,56,31,3,6,2.30,41.32,0.00
8360,Uttar Pradesh,Lakhimpur Kheri,Bhajanpurwa,80.8607,28.2188,2023,7.98,505,0,268,14,0.16,0,0,0.00,220,48,24,11,5,3.26,46.92,0.00
8361,Uttar Pradesh,Lakhimpur Kheri,Forest Officer South Range,80.8385,28.2480,2023,8.18,570,0,329,7,0.18,0,0,0.00,260,68,22,8,6,1.10,15.42,0.00
8362,Uttar Pradesh,Lakhimpur Kheri,Mallpur,80.6959,28.1771,2023,8.14,445,0,232,7,0.24,12,0,0.00,170,40,17,19,6,2.37,4.32,5.40
8363,Uttar Pradesh,Lakhimpur Kheri,Rakheti,80.8973,28.2190,2023,8.07,818,0,451,14,0.00,0,0,0.00,340,84,31,26,7,3.18,5.08,0.00
8364,Uttar Pradesh,Lakhimpur Kheri,Ramupur,81.0046,28.3283,2023,7.72,464,0,256,7,0.23,0,0,0.00,170,56,7,26,3,7.09,8.08,0.00
8365,Uttar Pradesh,Lakhimpur Kheri,Singahi Bhiraura,80.8923,28.3173,2023,8.02,599,0,329,14,0.19,0,0,0.00,270,76,19,10,7,6.11,18.50,0.00
8366,Uttar Pradesh,Lakhimpur Kheri,Bhagawant Nagar,80.6925,28.3856,2023,7.96,694,0,390,14,0.28,0,0,0.00,300,64,34,18,7,4.71,86.83,0.00
8367,Uttar Pradesh,Lakhimpur Kheri,Digiyanai Chauraha,80.5731,28.6397,2023,7.62,406,0,220,14,0.22,0,0,0.00,180,56,10,9,2,3.16,31.16,0.00
8368,Uttar Pradesh,Lakhimpur Kheri,Gadaniya,80.4714,28.4791,2023,7.88,508,0,293,7,0.12,0,0,0.00,240,48,29,3,7,8.53,46.40,0.00
8369,Uttar Pradesh,Lakhimpur Kheri,Gahra Farm,80.7314,28.3220,2023,8.16,510,0,293,7,0.18,0,0,0.00,240,56,24,4,5,2.88,20.16,0.00
8370,Uttar Pradesh,Lakhimpur Kheri,Kadeya,80.9255,28.4365,2023,7.76,405,0,232,7,0.12,0,0,0.00,180,52,12,9,2,7.24,12.81,0.00
8371,Uttar Pradesh,Lakhimpur Kheri,Massankambh,80.6886,28.5760,2023,7.91,554,0,317,7,0.32,0,0,0.00,180,44,17,43,2,5.63,3.96,0.00
8372,Uttar Pradesh,Lakhimpur Kheri,Murar Kheda,80.4245,28.5663,2023,7.80,544,0,305,7,0.13,0,0,0.00,230,56,22,15,5,1.37,6.49,0.00
8373,Uttar Pradesh,Lakhimpur Kheri,Aithpur,80.5579,28.4520,2023,7.90,654,0,354,14,0.19,0,0,0.00,285,56,35,3,7,6.52,32.55,0.00
8374,Uttar Pradesh,Lakhimpur Kheri,Nagla,80.5452,28.4251,2023,7.94,624,0,342,14,0.11,0,0,0.00,270,52,34,15,6,0.68,29.47,0.00
8375,Uttar Pradesh,Lakhimpur Kheri,Nemuabojh,80.5422,28.4441,2023,8.25,779,0,427,14,0.19,0,0,0.00,330,88,26,22,6,1.16,17.07,0.00
8376,Uttar Pradesh,Lakhimpur Kheri,Palia,80.5776,28.4373,2023,7.89,596,0,317,14,0.26,0,0,0.00,240,60,22,17,6,2.27,51.87,0.00
8377,Uttar Pradesh,Lakhimpur Kheri,Pharia Piparia,80.3094,27.8043,2023,7.98,234,0,122,7,0.38,0,0,0.00,110,20,14,3,4,0.05,3.84,0.00
8378,Uttar Pradesh,Lakhimpur Kheri,Sunderwal,80.7356,28.0622,2023,8.22,454,0,244,7,0.29,13,0,0.00,220,52,22,4,4,1.02,10.17,0.00
8379,Uttar Pradesh,Lakhimpur Kheri,Bhutpurwa,81.1455,28.0457,2023,7.73,778,0,293,50,0.19,49,0,0.00,290,64,31,37,8,1.41,7.04,0.00
8380,Uttar Pradesh,Lalitpur,Ajnoura,78.6917,24.7078,2023,7.49,599,0,244,28,1.08,22,35,0.00,240,68,17,26,0,2.64,0.00,3.92
8381,Uttar Pradesh,Lalitpur,Banpur,78.7344,24.7122,2023,7.82,787,0,317,43,0.97,29,34,0.00,340,96,24,20,0,2.30,0.00,22.81
8382,Uttar Pradesh,Lalitpur,Block – Campus,78.5882,24.8623,2023,7.55,915,0,232,99,0.46,63,100,0.00,430,132,24,31,3,4.58,0.00,6.00
8383,Uttar Pradesh,Lalitpur,Kathwar,78.6617,24.8833,2023,7.76,2338,0,610,362,0.41,60,65,0.00,700,88,115,175,60,0.00,0.00,68.37
8384,Uttar Pradesh,Lalitpur,Khajra,78.4981,24.7956,2023,7.37,1100,0,207,135,0.64,57,110,0.00,440,136,24,37,2,0.64,0.00,0.00
8385,Uttar Pradesh,Lalitpur,Mogan,78.7553,24.8078,2023,8.09,836,0,366,50,0.99,18,18,0.00,290,60,34,55,1,0.32,0.00,0.00
8386,Uttar Pradesh,Lalitpur,Purapachauri,78.5681,24.7647,2023,7.87,388,0,159,14,0.60,14,26,0.00,170,40,17,10,0,2.35,0.00,0.00
8387,Uttar Pradesh,Lalitpur,Udaipura Bus,78.6761,24.7878,2023,7.54,999,0,220,142,0.92,66,55,0.00,400,104,34,47,2,1.10,0.00,3.90
8388,Uttar Pradesh,Lalitpur,Balabehat,78.4114,24.3208,2023,7.82,571,0,305,21,0.59,7,26,0.00,220,52,22,43,0,0.16,0.00,4.01
8389,Uttar Pradesh,Lalitpur,Baroda Bijlon,78.3747,24.5433,2023,7.74,533,0,293,14,0.78,7,14,0.00,200,56,14,39,0,1.31,0.00,0.00
8390,Uttar Pradesh,Lalitpur,Bhonrda,78.5650,24.6408,2023,7.85,434,0,183,28,0.41,12,18,0.00,200,48,19,13,0,0.39,0.00,0.00
8391,Uttar Pradesh,Lalitpur,Dhora,78.3250,24.4436,2023,6.50,488,0,232,14,0.50,5,25,0.00,220,52,22,9,3,1.10,0.00,0.00
8392,Uttar Pradesh,Lalitpur,Dongra Kalan,78.4970,24.4564,2023,7.80,695,0,366,27,0.93,8,24,0.00,260,48,34,49,2,0.24,0.00,4.21
8393,Uttar Pradesh,Lalitpur,Kalothara,78.5722,24.5256,2023,7.86,394,0,207,14,0.46,9,0,0.00,170,44,14,16,1,1.20,0.00,0.00
8394,Uttar Pradesh,Lalitpur,Rajwara,78.4725,24.7203,2023,7.95,1131,0,317,135,0.41,35,60,0.00,400,140,12,66,2,0.22,0.00,25.62
8395,Uttar Pradesh,Lalitpur,Sepura,78.3014,24.5203,2023,7.56,1113,0,232,135,0.20,74,140,0.00,430,124,29,65,5,1.54,0.00,3.40
8396,Uttar Pradesh,Lalitpur,Tikra Tiwari,78.5917,24.7419,2023,7.93,766,0,256,64,1.00,52,31,0.00,370,60,53,7,1,1.36,0.00,9.84
8397,Uttar Pradesh,Lalitpur,Block – Campus,78.3389,24.8960,2023,7.84,1264,0,439,128,1.45,18,100,0.00,410,56,65,112,3,0.20,0.00,6.00
8398,Uttar Pradesh,Lalitpur,Bamhori Kalan,78.3881,24.6117,2023,7.80,695,0,366,28,1.41,10,26,0.00,140,52,2,110,2,0.46,0.00,5.18
8399,Uttar Pradesh,Lalitpur,Baroda Swami,78.2961,24.8786,2023,7.99,510,0,256,14,2.05,30,18,0.00,210,76,17,13,40,0.07,0.00,0.00
8400,Uttar Pradesh,Lalitpur,Burhwar,78.3200,24.7156,2023,7.74,421,0,238,14,0.41,10,7,0.00,200,60,12,10,3,0.07,0.00,0.00
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
8401,Uttar Pradesh,Lalitpur,Genchwara,78.3981,24.8042,2023,7.45,725,0,232,78,0.30,36,45,0.00,250,88,7,60,0,1.59,0.00,0.00
8402,Uttar Pradesh,Lalitpur,Lagaon,78.2817,24.8106,2023,7.54,675,0,244,71,0.21,39,21,0.00,310,76,29,27,1,0.96,0.00,0.00
8403,Uttar Pradesh,Lalitpur,Pedariya Bag,78.4744,24.6311,2023,7.68,555,0,281,14,0.85,7,17,0.00,230,56,22,20,1,0.00,0.00,3.58
8404,Uttar Pradesh,Lalitpur,Kumchri,78.7769,24.5242,2023,7.94,694,0,342,21,1.61,10,19,0.00,250,36,38,43,2,0.10,0.00,4.91
8405,Uttar Pradesh,Lalitpur,Block – Campus,78.7931,24.3726,2023,7.70,1451,0,439,184,0.20,82,55,0.00,670,80,113,45,3,6.87,0.00,0.00
8406,Uttar Pradesh,Lalitpur,Bhaira,78.6725,24.6150,2023,7.94,500,0,244,14,1.36,7,19,0.00,190,60,10,27,0,3.89,0.00,12.47
8407,Uttar Pradesh,Lalitpur,Gadoli,78.7722,24.4564,2023,8.04,528,0,256,14,1.53,8,22,0.00,170,36,19,45,2,0.79,0.00,3.01
8408,Uttar Pradesh,Lalitpur,Jamunjhir,78.8792,24.5167,2023,7.74,621,0,268,28,1.18,15,34,0.00,260,68,22,22,2,1.38,0.00,0.00
8409,Uttar Pradesh,Lalitpur,Loharra,78.8856,24.4192,2023,7.57,1100,0,207,191,0.76,53,50,0.00,420,156,7,57,1,0.57,0.00,3.36
8410,Uttar Pradesh,Lalitpur,Bonjaana,78.5992,24.4394,2023,7.87,790,0,268,106,0.52,12,26,0.00,310,44,48,45,3,0.32,0.00,3.73
8411,Uttar Pradesh,Lalitpur,Dhorisagar,78.8608,24.2919,2023,7.76,582,0,244,28,0.87,11,44,0.00,270,48,36,10,1,0.62,0.00,0.00
8412,Uttar Pradesh,Lalitpur,Dongra Khurd,78.7167,24.3697,2023,7.89,677,0,378,21,0.36,15,16,0.00,330,44,53,22,3,0.75,0.00,0.00
8413,Uttar Pradesh,Lalitpur,Gadanpur,78.6750,24.4461,2023,7.76,652,0,317,21,1.12,6,21,0.00,240,52,26,39,2,0.47,0.00,3.84
8414,Uttar Pradesh,Lalitpur,Gidhwaha,78.8667,24S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
Pradesh,Lalitpur,Block – Campus,78.7266,24.5769,2023,7.42,1047,0,195,156,0.38,55,55,0.00,380,132,12,49,3,0.64,0.00,4.00
8418,Uttar Pradesh,Lalitpur,Bansi,78.4800,24.8800,2023,7.63,624,0,268,35,0.78,20,26,0.00,280,92,12,18,0,1.74,0.00,0.00
8419,Uttar Pradesh,Lalitpur,Bhuchera,78.5656,24.9975,2023,7.65,998,0,207,149,0.51,76,34,0.00,390,116,24,50,1,0.83,0.00,0.00
8420,Uttar Pradesh,Lalitpur,Bijrotha Para,78.3936,24.9686,2023,7.50,595,0,207,35,0.40,25,60,0.00,240,82,7,28,0,0.56,0.00,0.00
8421,Uttar Pradesh,Lalitpur,Block – Campus,78.4228,25.0397,2023,7.84,871,0,293,71,1.00,51,40,0.00,270,100,5,74,0,0.00,0.00,3.00
8422,Uttar Pradesh,Lalitpur,Katila,78.5661,25.1653,2023,7.47,235,0,61,14,0.44,11,36,0.00,100,20,12,7,0,3.47,0.00,0.00
8423,Uttar Pradesh,Lalitpur,Laxmanpura,78.5717,25.0675,2023,7.75,322,0,159,7,0.53,16,0,0.00,140,36,12,11,0,0.85,0.00,0.00
8424,Uttar Pradesh,Lalitpur,Pawa,78.4725,25.0886,2023,7.39,498,0,207,43,1.20,23,18,0.00,210,64,12,29,0,0.22,0.00,25.62
8425,Uttar Pradesh,Lalitpur,Serwans Kalan,78.4869,24.9789,2023,7.81,370,0,171,21,1.20,16,9,0.00,150,40,12,22,0,0.52,0.00,0.00
8426,Uttar Pradesh,Lucknow,On Bakshi Ka Talab-Indura Bagh,80.9017,27.0068,2023,7.79,770,0,476,14,0.51,10,0,0.00,324,52,47,43,5,2.04,3.00,8.00
8427,Uttar Pradesh,Lucknow,"Sarvodaya Nagar , Indra Nagar ,",80.9742,26.8800,2023,7.77,1126,0,360,96,0.43,61,80,0.00,446,52,76,63,6,0.00,0.00,14.00
8428,Uttar Pradesh,Lucknow,Karimnagar,81.1708,26.7394,2023,7.99,645,0,378,14,1.01,19,0,0.00,260,60,26,42,3,0.20,0.00,17.02
8429,Uttar Pradesh,Lucknow,"On Gosaiganj Mohanlalganj Road, At",81.1014,26.7686,2023,8.02,421,0,207,14,0.53,22,0,0.00,180,36,22,12,2,0.00,0.00,4.00
8430,Uttar Pradesh,Lucknow,"On Kakori Budheswar Road, At Raja",80.7931,26.8708,2023,7.93,652,0,317,36,0.70,11,12,0.00,269,48,36,36,4,0.00,0.00,16.00
8431,Uttar Pradesh,Lucknow,On Itaunja Malihabad Road At Mal,80.7969,26.9963,2023,7.95,631,0,378,14,0.67,0,0,0.00,270,68,24,24,5,0.07,0.00,5.00
8432,Uttar Pradesh,Lucknow,"On Lucknow Hardoi Road, Near",80.7544,26.9422,2023,7.92,710,0,390,14,0.64,23,0,0.00,275,60,30,49,6,3.89,0.00,13.00
8433,Uttar Pradesh,Lucknow,Nagram,81.1333,26.6197,2023,8.05,675,0,372,21,1.64,25,0,0.00,210,56,17,67,5,1.33,0.00,16.49
8434,Uttar Pradesh,Lucknow,"On Raebareili Road, At Mohanlalganj",81.1331,26.6194,2023,7.96,604,0,342,14,0.54,9,0,0.00,252,44,34,30,4,1.97,0.00,8.00
8435,Uttar Pradesh,Lucknow,Tikra,81.0200,26.5878,2023,7.76,651,0,366,21,0.38,16,7,0.00,270,64,26,36,5,0.17,0.00,17.89
8436,Uttar Pradesh,Lucknow,On Lucknow Kanpur Road Near,80.8586,26.7522,2023,7.55,1205,0,500,71,0.55,50,41,0.00,459,84,60,44,6,0.13,0.00,18.00
8437,Uttar Pradesh,Lucknow,Parwar Pachim,80.9411,26.6908,2023,8.04,892,0,427,50,0.46,35,0,0.00,295,60,35,86,5,0.14,0.00,12.82
8438,Uttar Pradesh,Lucknow,Sarojini Nagar,80.8653,26.7783,2023,7.92,646,0,378,14,0.42,11,0,0.00,225,48,25,58,4,2.06,0.00,8.66
8439,Uttar Pradesh,Maharajganj,Sonchirraya Shivlahatola,83.3069,27.2834,2023,8.01,327,0,171,7,0.17,6,0,0.00,150,44,10,4,3,0.00,8.82,0.00
8440,Uttar Pradesh,Maharajganj,Biraichi,83.7293,27.0198,2023,7.79,481,0,232,14,0.00,16,0,0.00,180,64,5,26,3,1.36,5.51,0.00
8441,Uttar Pradesh,Maharajganj,Block Office,83.6129,27.0715,2023,7.69,888,0,366,57,0.00,44,0,0.00,350,100,24,39,5,2.51,7.00,0.00
8442,Uttar Pradesh,Maharajganj,Block Office,83.5421,27.1456,2023,7.78,420,0,220,14,0.36,0,0,0.00,180,44,17,11,4,1.20,3.00,0.00
8443,Uttar Pradesh,Maharajganj,Pakdi Forest,83.4465,27.1372,2023,7.89,607,0,329,7,0.67,11,0,0.00,220,40,29,35,3,0.19,5.16,6.38
8444,Uttar Pradesh,Maharajganj,Block Office,83.5920,27.2369,2023,8.05,327,0,134,14,0.19,31,0,0.00,140,44,7,10,2,0.86,4.00,0.00
8445,Uttar Pradesh,Maharajganj,Ganeshpur,83.5953,27.3973,2023,7.67,209,0,85,14,0.12,0,11,0.00,90,20,10,6,0,0.00,6.36,0.00
8446,Uttar Pradesh,Maharajganj,Lalpur,83.7411,27.3953,2023,7.62,632,0,293,21,0.27,37,0,0.00,290,56,36,8,5,0.42,5.16,0.00
8447,Uttar Pradesh,Maharajganj,Block Office,83.3102,27.0962,2023,7.84,527,0,281,14,0.52,6,0,0.00,200,48,19,24,3,0.64,0.00,0.00
8448,Uttar Pradesh,Mahoba,Bari,79.8887,25.5397,2023,8.32,2032,30,805,142,1.44,48,45,0.00,270,32,46,335,1,0.25,0.00,21.74
8449,Uttar Pradesh,Mahoba,Hand Pump Of Block Office,79.7481,25.3933,2023,7.92,1450,0,439,220,1.41,30,15,0.00,450,56,74,124,0,5.06,0.00,5.00
8450,Uttar Pradesh,Mahoba,Rivai,79.7839,25.4804,2023,7.63,956,0,390,99,0.54,10,0,0.00,330,68,38,66,4,18.26,0.00,9.13
8451,Uttar Pradesh,Mahoba,Badera Khurd,79.5722,25.1794,2023,7.88,888,0,439,21,0.62,8,37,0.00,300,72,29,59,0,0.08,0.00,4.65
8452,Uttar Pradesh,Mahoba,-----Do-----,79.5661,25.2541,2023,7.41,1780,0,439,256,1.07,112,57,0.00,410,128,22,216,4,0.06,0.00,15.00
8453,Uttar Pradesh,Mahoba,Majhgawan,79.6562,25.1716,2023,7.41,2000,0,378,327,0.88,96,109,0.00,560,156,41,184,0,0.09,0.00,14.68
8454,Uttar Pradesh,Mahoba,Rawatpura,79.6575,25.2606,2023,7.52,580,0,256,21,0.40,35,15,0.00,210,56,17,35,2,0.10,0.00,0.00
8455,Uttar Pradesh,Mahoba,Saguniya,79.4847,25.1764,2023,7.94,1022,0,464,43,1.29,29,28,0.00,340,88,29,73,0,0.24,0.00,9.37
8456,Uttar Pradesh,Mahoba,Thurat,79.5249,25.2751,2023,7.54,720,0,342,36,0.98,15,16,0.00,230,52,24,59,0,0.21,0.00,7.08
8457,Uttar Pradesh,Mahoba,Atghar,80.1695,25.4968,2023,7.57,1001,0,415,64,0.75,40,27,0.00,370,92,34,56,1,0.06,0.00,7.12
8458,Uttar Pradesh,Mahoba,Barbai,80.0435,25.4845,2023,8.15,957,0,500,21,1.54,22,10,0.00,110,28,10,168,0,0.15,0.00,14.78
8459,Uttar Pradesh,Mahoba,Bhandra,79.8452,25.1578,2023,7.42,1510,0,366,149,0.55,92,174,0.00,480,108,50,121,2,0.32,0.00,3.65
8460,Uttar Pradesh,Mahoba,Block In Mahoba Town,79.8951,25.2982,2023,7.62,1288,0,293,170,0.67,81,87,0.00,410,112,31,105,0,0.37,0.00,13.00
8461,Uttar Pradesh,Mahoba,Ghutbai,79.9550,25.2728,2023,7.64,1228,0,500,135,1.50,7,0,0.00,340,76,36,123,4,11.04,0.00,5.18
8462,Uttar Pradesh,Mahoba,Gugaura,79.9575,25.3525,2023,7.76,1204,0,525,92,1.39,18,18,0.00,280,44,41,147,0,0.16,0.00,34.58
8463,Uttar Pradesh,Mahoba,Kabrai,80.0054,25.3878,2023,8.06,1240,0,476,107,1.49,38,32,0.00,300,60,36,140,1,0.58,0.00,22.27
8464,Uttar Pradesh,Mahoba,Pawa,79.7600,25.2653,2023,7.62,1094,0,512,57,1.23,28,21,0.00,350,44,58,89,0,0.15,0.00,37.72
8465,Uttar Pradesh,Mahoba,Srinagar,79.7789,25.1737,2023,7.77,1249,0,415,149,1.69,39,13,0.00,360,24,72,112,0,0.08,0.00,15.09
8466,Uttar Pradesh,Mahoba,Bharwara,79.5585,25.3663,2023,7.64,1024,0,390,50,0.88,83,32,0.00,320,72,34,83,0,0.63,0.00,9.30
8467,Uttar Pradesh,Mahoba,Budhi,79.6067,25.3774,2023,7.94,897,0,378,28,1.41,24,74,0.00,310,76,29,60,0,0.33,0.00,13.58
8468,Uttar Pradesh,Mahoba,-----Do-----,79.4650,25.4266,2023,7.74,878,0,390,50,0.75,39,9,0.00,240,44,31,90,0,0.09,0.00,8.00
8469,Uttar Pradesh,Mahoba,Khero Kalan,79.3765,25.3455,2023,8.04,738,0,390,21,1.04,7,13,0.00,250,36,38,54,1,0.10,0.00,7.73
8470,Uttar Pradesh,Mahoba,Rivai,79.4680,25.3460,2023,7.61,1501,0,451,178,0.94,96,25,0.00,430,60,67,144,0,0.24,0.00,14.92
8471,Uttar Pradesh,Mahoba,Shergarh,79.4776,25.4943,2023,7.59,635,0,305,28,0.27,15,8,0.00,240,84,7,33,0,0.28,0.00,0.00
8472,Uttar Pradesh,Mainpuri,Bara,79.2975,27.1500,2023,7.89,3157,0,305,270,0.45,877,0,-,930,256,70,241,8,0.72,0.00,25.02
8473,Uttar Pradesh,Mainpuri,Naladurja,78.7313,27.2757,2023,8.66,858,0,293,107,0.57,39,8,-,295,24,56,72,9,0.10,0.00,4.42
8474,Uttar Pradesh,Mainpuri,Padariya Chauraha,78.8802,27.3012,2023,8.37,694,0,378,21,1.15,16,0,-,220,36,31,73,4,0.15,0.00,16.69
8475,Uttar Pradesh,Mainpuri,Block Office,79.1071,27.1697,2023,8.21,2265,0,903,185,1.35,119,52,-,400,40,72,381,8,0.00,2.00,57.00
8476,Uttar Pradesh,Mainpuri,Yadav Nagar Gunhiya,79.0211,27.0317,2023,8.34,556,0,287,21,0.44,13,0,-,245,52,28,19,5,0.46,1.40,12.34
8477,Uttar Pradesh,Mainpuri,Bamnipur,79.1686,27.0330,2023,8.21,660,0,305,43,0.46,49,0,-,250,64,22,41,6,0.38,45.47,0.00
8478,Uttar Pradesh,Mainpuri,Block Office,79.2656,27.0316,2023,8.56,3252,108,1366,170,1.81,132,25,-,110,20,14,772,2,0.05,2.00,57.00
8479,Uttar Pradesh,Mainpuri,"Near Katra Saman Chauraha, Shiv",79.1982,27.0305,2023,8.40,1957,48,671,107,1.65,222,14,-,260,32,43,373,7,0.09,1.66,41.53
8480,Uttar Pradesh,Mainpuri,Nagariya,79.0239,27.1467,2023,8.25,841,0,403,43,1.19,47,0,-,260,36,41,77,5,0.08,0.00,35.32
8481,Uttar Pradesh,Mainpuri,Nagla Ramsingh,78.8766,27.1511,2023,8.19,870,0,439,28,0.48,51,0,-,360,88,34,50,5,1.15,1.23,11.20
8482,Uttar Pradesh,Mathura,Block H.Q,77.8200,27.4114,2023,8.54,1728,36,549,156,4.80,151,49,0.00,250,20,48,305,11,0.05,0.00,25.00
8483,Uttar Pradesh,Mathura,Block H.Q,77.5793,27.6208,2023,8.40,3675,24,281,936,4.40,150,110,0.00,720,84,122,505,1,0.63,0.00,12.00
8484,Uttar Pradesh,Mathura,Ajnokh,77.4105,27.6734,2023,7.70,7471,0,415,1553,0.10,900,8,0.00,1810,196,320,860,29,0.00,0.00,11.97
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
8485,Uttar Pradesh,Mathura,Baroli,77.5793,27.6745,2023,8.38,1710,12,378,177,1.85,230,0,0.00,270,36,44,265,2,0.32,1.76,21.82
8486,Uttar Pradesh,Mathura,Block H.Q,77.5008,27.7262,2023,8.33,7482,30,695,1106,3.50,1523,54,0.00,2030,76,442,900,16,0.23,0.00,100.00
8487,Uttar Pradesh,Mathura,Jatwari,77.5739,27.5739,2023,8.45,4356,24,537,596,3.70,800,17,0.00,540,44,104,780,6,0.10,1.02,25.80
8488,Uttar Pradesh,Mathura,Karahari,77.5615,27.7604,2023,8.44,1772,36,390,184,3.10,165,19,0.00,320,36,56,245,4,0.11,0.00,22.68
8489,Uttar Pradesh,Mathura,Umaraya,77.4742,27.6654,2023,8.47,9220,48,390,2198,2.40,880,0,0.00,2210,104,473,1140,8,0.35,0.00,15.10
